SLF4J: Class path contains multiple SLF4J bindings.
SLF4J: Found binding in [jar:file:/usr/local/zookeeper-3.4.13/lib/slf4j-log4j12-1.7.25.jar!/org/slf4j/impl/StaticLoggerBinder.class]
SLF4J: Found binding in [jar:file:/usr/local/phoenix/phoenix-client-hbase-1.6-4.16.1.jar!/org/slf4j/impl/StaticLoggerBinder.class]
SLF4J: See http://www.slf4j.org/codes.html#multiple_bindings for an explanation.
SLF4J: Actual binding is of type [org.slf4j.impl.Log4jLoggerFactory]
2022-03-18 15:34:54,517 [myid:] - INFO  [main:QuorumPeerConfig@136] - Reading configuration from: /usr/local/zookeeper/bin/../conf/zoo.cfg
2022-03-18 15:34:54,525 [myid:] - INFO  [main:DatadirCleanupManager@78] - autopurge.snapRetainCount set to 3
2022-03-18 15:34:54,525 [myid:] - INFO  [main:DatadirCleanupManager@79] - autopurge.purgeInterval set to 0
2022-03-18 15:34:54,525 [myid:] - INFO  [main:DatadirCleanupManager@101] - Purge task is not scheduled.
2022-03-18 15:34:54,526 [myid:] - WARN  [main:QuorumPeerMain@116] - Either no config or no quorum defined in config, running  in standalone mode
2022-03-18 15:34:54,537 [myid:] - INFO  [main:QuorumPeerConfig@136] - Reading configuration from: /usr/local/zookeeper/bin/../conf/zoo.cfg
2022-03-18 15:34:54,538 [myid:] - INFO  [main:ZooKeeperServerMain@98] - Starting server
2022-03-18 15:34:54,549 [myid:] - INFO  [main:Environment@100] - Server environment:zookeeper.version=3.4.13-2d71af4dbe22557fda74f9a9b4309b15a7487f03, built on 06/29/2018 04:05 GMT
2022-03-18 15:34:54,550 [myid:] - INFO  [main:Environment@100] - Server environment:host.name=c5433ffc344b
2022-03-18 15:34:54,550 [myid:] - INFO  [main:Environment@100] - Server environment:java.version=1.8.0_312
2022-03-18 15:34:54,551 [myid:] - INFO  [main:Environment@100] - Server environment:java.vendor=Private Build
2022-03-18 15:34:54,551 [myid:] - INFO  [main:Environment@100] - Server environment:java.home=/usr/lib/jvm/java-8-openjdk-amd64/jre
2022-03-18 15:34:54,552 [myid:] - INFO  [main:Environment@100] - Server environment:java.class.path=/usr/local/zookeeper/bin/../build/classes:/usr/local/zookeeper/bin/../build/lib/*.jar:/usr/local/zookeeper/bin/../lib/slf4j-log4j12-1.7.25.jar:/usr/local/zookeeper/bin/../lib/slf4j-api-1.7.25.jar:/usr/local/zookeeper/bin/../lib/netty-3.10.6.Final.jar:/usr/local/zookeeper/bin/../lib/log4j-1.2.17.jar:/usr/local/zookeeper/bin/../lib/jline-0.9.94.jar:/usr/local/zookeeper/bin/../lib/audience-annotations-0.5.0.jar:/usr/local/zookeeper/bin/../zookeeper-3.4.13.jar:/usr/local/zookeeper/bin/../src/java/lib/*.jar:/usr/local/zookeeper/bin/../conf::/usr/local/phoenix/phoenix-client-hbase-1.6-4.16.1.jar
2022-03-18 15:34:54,552 [myid:] - INFO  [main:Environment@100] - Server environment:java.library.path=/usr/java/packages/lib/amd64:/usr/lib/x86_64-linux-gnu/jni:/lib/x86_64-linux-gnu:/usr/lib/x86_64-linux-gnu:/usr/lib/jni:/lib:/usr/lib
2022-03-18 15:34:54,553 [myid:] - INFO  [main:Environment@100] - Server environment:java.io.tmpdir=/tmp
2022-03-18 15:34:54,553 [myid:] - INFO  [main:Environment@100] - Server environment:java.compiler=<NA>
2022-03-18 15:34:54,555 [myid:] - INFO  [main:Environment@100] - Server environment:os.name=Linux
2022-03-18 15:34:54,556 [myid:] - INFO  [main:Environment@100] - Server environment:os.arch=amd64
2022-03-18 15:34:54,556 [myid:] - INFO  [main:Environment@100] - Server environment:os.version=5.4.72-microsoft-standard-WSL2
2022-03-18 15:34:54,557 [myid:] - INFO  [main:Environment@100] - Server environment:user.name=root
2022-03-18 15:34:54,557 [myid:] - INFO  [main:Environment@100] - Server environment:user.home=/root
2022-03-18 15:34:54,557 [myid:] - INFO  [main:Environment@100] - Server environment:user.dir=/mp7/MP7_HBase_Template-main/PythonTemplate
2022-03-18 15:34:54,565 [myid:] - INFO  [main:ZooKeeperServer@836] - tickTime set to 2000
2022-03-18 15:34:54,566 [myid:] - INFO  [main:ZooKeeperServer@845] - minSessionTimeout set to -1
2022-03-18 15:34:54,566 [myid:] - INFO  [main:ZooKeeperServer@854] - maxSessionTimeout set to -1
2022-03-18 15:34:54,578 [myid:] - INFO  [main:ServerCnxnFactory@117] - Using org.apache.zookeeper.server.NIOServerCnxnFactory as server connection factory
2022-03-18 15:34:54,586 [myid:] - INFO  [main:NIOServerCnxnFactory@89] - binding to port 0.0.0.0/0.0.0.0:2181
2022-03-18 15:35:05,737 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /127.0.0.1:41158
2022-03-18 15:35:05,743 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /127.0.0.1:41158
2022-03-18 15:35:05,745 [myid:] - INFO  [SyncThread:0:FileTxnLog@213] - Creating new log file: log.1ef
2022-03-18 15:35:05,755 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@694] - Established session 0x100000549b90000 with negotiated timeout 40000 for client /127.0.0.1:41158
2022-03-18 15:35:05,765 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@653] - Got user-level KeeperException when processing sessionid:0x100000549b90000 type:create cxid:0x1 zxid:0x1f0 txntype:-1 reqpath:n/a Error Path:/hbase Error:KeeperErrorCode = NodeExists for /hbase
2022-03-18 15:35:06,506 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@653] - Got user-level KeeperException when processing sessionid:0x100000549b90000 type:create cxid:0x11 zxid:0x1f2 txntype:-1 reqpath:n/a Error Path:/hbase/master Error:KeeperErrorCode = NodeExists for /hbase/master
2022-03-18 15:35:06,522 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /127.0.0.1:41160
2022-03-18 15:35:06,523 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /127.0.0.1:41160
2022-03-18 15:35:06,526 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@694] - Established session 0x100000549b90001 with negotiated timeout 40000 for client /127.0.0.1:41160
2022-03-18 15:35:06,648 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /127.0.0.1:41162
2022-03-18 15:35:06,650 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /127.0.0.1:41162
2022-03-18 15:35:06,653 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@694] - Established session 0x100000549b90002 with negotiated timeout 40000 for client /127.0.0.1:41162
2022-03-18 15:35:06,815 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@653] - Got user-level KeeperException when processing sessionid:0x100000549b90000 type:create cxid:0x48 zxid:0x1f9 txntype:-1 reqpath:n/a Error Path:/hbase/flush-table-proc/acquired Error:KeeperErrorCode = NodeExists for /hbase/flush-table-proc/acquired
2022-03-18 15:35:06,822 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@653] - Got user-level KeeperException when processing sessionid:0x100000549b90000 type:create cxid:0x4e zxid:0x1fa txntype:-1 reqpath:n/a Error Path:/hbase/online-snapshot/acquired Error:KeeperErrorCode = NodeExists for /hbase/online-snapshot/acquired
2022-03-18 15:35:06,910 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /127.0.0.1:41164
2022-03-18 15:35:06,912 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /127.0.0.1:41164
2022-03-18 15:35:06,916 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@694] - Established session 0x100000549b90003 with negotiated timeout 40000 for client /127.0.0.1:41164
2022-03-18 15:35:06,970 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /127.0.0.1:41166
2022-03-18 15:35:06,972 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /127.0.0.1:41166
2022-03-18 15:35:06,974 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@694] - Established session 0x100000549b90004 with negotiated timeout 40000 for client /127.0.0.1:41166
2022-03-18 15:35:07,386 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /127.0.0.1:41168
2022-03-18 15:35:07,387 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /127.0.0.1:41168
2022-03-18 15:35:07,391 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@694] - Established session 0x100000549b90005 with negotiated timeout 40000 for client /127.0.0.1:41168
2022-03-18 15:35:07,473 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@653] - Got user-level KeeperException when processing sessionid:0x100000549b90004 type:create cxid:0x7 zxid:0x1fe txntype:-1 reqpath:n/a Error Path:/hbase/flush-table-proc/acquired Error:KeeperErrorCode = NodeExists for /hbase/flush-table-proc/acquired
2022-03-18 15:35:07,483 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@653] - Got user-level KeeperException when processing sessionid:0x100000549b90004 type:create cxid:0xa zxid:0x1ff txntype:-1 reqpath:n/a Error Path:/hbase/online-snapshot/acquired Error:KeeperErrorCode = NodeExists for /hbase/online-snapshot/acquired
2022-03-18 15:35:11,947 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@653] - Got user-level KeeperException when processing sessionid:0x100000549b90004 type:setData cxid:0x49 zxid:0x20a txntype:-1 reqpath:n/a Error Path:/hbase/meta-region-server Error:KeeperErrorCode = NoNode for /hbase/meta-region-server
2022-03-18 15:35:15,658 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@653] - Got user-level KeeperException when processing sessionid:0x100000549b90000 type:create cxid:0x401 zxid:0x2b7 txntype:-1 reqpath:n/a Error Path:/hbase/namespace/default Error:KeeperErrorCode = NodeExists for /hbase/namespace/default
2022-03-18 15:35:15,663 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@653] - Got user-level KeeperException when processing sessionid:0x100000549b90000 type:create cxid:0x404 zxid:0x2b9 txntype:-1 reqpath:n/a Error Path:/hbase/namespace/hbase Error:KeeperErrorCode = NodeExists for /hbase/namespace/hbase
2022-03-18 15:35:18,071 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /127.0.0.1:41176
2022-03-18 15:35:18,071 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /127.0.0.1:41176
2022-03-18 15:35:18,074 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@694] - Established session 0x100000549b90006 with negotiated timeout 40000 for client /127.0.0.1:41176
2022-03-18 15:35:18,108 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x100000549b90006
2022-03-18 15:35:18,111 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /127.0.0.1:41176 which had sessionid 0x100000549b90006
2022-03-18 15:35:25,261 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /127.0.0.1:41178
2022-03-18 15:35:25,262 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /127.0.0.1:41178
2022-03-18 15:35:25,265 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@694] - Established session 0x100000549b90007 with negotiated timeout 40000 for client /127.0.0.1:41178
2022-03-18 15:35:36,079 [myid:] - INFO  [SessionTracker:ZooKeeperServer@355] - Expiring session 0x1000114d2a50004, timeout of 40000ms exceeded
2022-03-18 15:35:36,080 [myid:] - INFO  [SessionTracker:ZooKeeperServer@355] - Expiring session 0x1000114d2a50000, timeout of 40000ms exceeded
2022-03-18 15:35:36,081 [myid:] - INFO  [SessionTracker:ZooKeeperServer@355] - Expiring session 0x1000114d2a50003, timeout of 40000ms exceeded
2022-03-18 15:35:36,081 [myid:] - INFO  [SessionTracker:ZooKeeperServer@355] - Expiring session 0x1000114d2a50002, timeout of 40000ms exceeded
2022-03-18 15:35:36,082 [myid:] - INFO  [SessionTracker:ZooKeeperServer@355] - Expiring session 0x1000114d2a5000e, timeout of 40000ms exceeded
2022-03-18 15:35:36,082 [myid:] - INFO  [SessionTracker:ZooKeeperServer@355] - Expiring session 0x1000114d2a50005, timeout of 40000ms exceeded
2022-03-18 15:35:36,083 [myid:] - INFO  [SessionTracker:ZooKeeperServer@355] - Expiring session 0x1000114d2a50001, timeout of 40000ms exceeded
2022-03-18 15:35:36,083 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x1000114d2a50004
